player_name,type,short_form,year,price_in_per_10_lakh,price_in_cr
Yudhvir Charak,All-Rounder,MI,2021,2.0,0.2
Marco Jansen,All-Rounder,MI,2021,2.0,0.2
Arjun Tendulkar,All-Rounder,MI,2021,2.0,0.2
Jhye Richardson,Bowler,PBKS,2021,140.0,14.0
Riley Meredith,Bowler,PBKS,2021,80.0,8.0
Shahrukh Khan,All-Rounder,PBKS,2021,52.5,5.25
Moises Henriques,All-Rounder,PBKS,2021,42.0,4.2
Dawid Malan,All-Rounder,PBKS,2021,15.0,1.5
Fabian Allen,All-Rounder,PBKS,2021,7.5,0.75
Jalaj Saxena,All-Rounder,PBKS,2021,3.0,0.3
Saurabh Kumar,All-Rounder,PBKS,2021,2.0,0.2
Utkarsh Singh,All-Rounder,PBKS,2021,2.0,0.2
Christopher Morris,All-Rounder,RR,2021,162.5,16.25
Shivam Dube,All-Rounder,RR,2021,44.0,4.4
Chetan Sakariya,Bowler,RR,2021,12.0,1.2
Mustafizur Rahman,Bowler,RR,2021,10.0,1.0
Liam Livingstone,All-Rounder,RR,2021,7.5,0.75
K.C Cariappa,Bowler,RR,2021,2.0,0.2
Akash Singh,Bowler,RR,2021,2.0,0.2
Kuldip Yadav,Bowler,RR,2021,2.0,0.2
Kyle Jamieson,All-Rounder,RCB,2021,150.0,15.0
Glenn Maxwell,All-Rounder,RCB,2021,142.5,14.25
Dan Christian,All-Rounder,RCB,2021,48.0,4.8
Sachin Baby,Batsman,RCB,2021,2.0,0.2
Rajat Patidar,Batsman,RCB,2021,2.0,0.2
Mohammed Azharudeen,Wicket-Keeper,RCB,2021,2.0,0.2
Suyash Prabhudesai,All-Rounder,RCB,2021,2.0,0.2
Kona Srikar Bharat,Wicket-Keeper,RCB,2021,2.0,0.2
Kedar Jadhav,All-Rounder,SRH,2021,20.0,2.0
Mujeeb Zadran,Bowler,SRH,2021,15.0,1.5
J Suchith,Bowler,SRH,2021,3.0,0.3
Robin Uthappa,Batsman,CSK,2022,20.0,2.0
Dwayne Bravo,All-Rounder,CSK,2022,44.0,4.4
Ambati Rayudu,Wicket-Keeper,CSK,2022,67.5,6.75
Deepak Chahar,Bowler,CSK,2022,140.0,14.0
C.Hari Nishaanth,Batsman,CSK,2022,2.0,0.2
N. Jagadeesan,Wicket-Keeper,CSK,2022,2.0,0.2
K.M. Asif,Bowler,CSK,2022,2.0,0.2
Tushar Deshpande,Bowler,CSK,2022,2.0,0.2
Shivam Dube,All-Rounder,CSK,2022,40.0,4.0
Chris Jordan,All-Rounder,CSK,2022,36.0,3.6
Maheesh Theekshana,Bowler,CSK,2022,7.0,0.7
Rajvardhan Hangargekar,All-Rounder,CSK,2022,15.0,1.5
Simarjeet Singh,Bowler,CSK,2022,2.0,0.2
Devon Conway,Batsman,CSK,2022,10.0,1.0
Dwaine Pretorius,All-Rounder,CSK,2022,5.0,0.5
Mitchell Santner,All-Rounder,CSK,2022,19.0,1.9
Adam Milne,Bowler,CSK,2022,19.0,1.9
Subhranshu Senapati,Batsman,CSK,2022,2.0,0.2
Mukesh Choudhary,Bowler,CSK,2022,2.0,0.2
Prashant Solanki,Bowler,CSK,2022,12.0,1.2
K.Bhagath Varma,All-Rounder,CSK,2022,2.0,0.2
David Warner,Batsman,DC,2022,62.5,6.25
Mitchell Marsh,All-Rounder,DC,2022,65.0,6.5
Mustafizur Rahman,Bowler,DC,2022,20.0,2.0
Shardul Thakur,Bowler,DC,2022,107.5,10.75
Kuldeep Yadav,Bowler,DC,2022,20.0,2.0
Ashwin Hebbar,Batsman,DC,2022,2.0,0.2
Sarfaraz Khan,All-Rounder,DC,2022,2.0,0.2
Kamlesh Nagarkoti,All-Rounder,DC,2022,11.0,1.1
K.S. Bharat,Wicket-Keeper,DC,2022,20.0,2.0
Mandeep Singh,Batsman,DC,2022,11.0,1.1
Syed Khaleel Ahmed,Bowler,DC,2022,52.5,5.25
Lungisani Ngidi,Bowler,DC,2022,5.0,0.5
Chetan Sakariya,Bowler,DC,2022,42.0,4.2
Yash Dhull,All-Rounder,DC,2022,5.0,0.5
Vicky Ostwal,All-Rounder,DC,2022,2.0,0.2
Ripal Patel,All-Rounder,DC,2022,2.0,0.2
Lalit Yadav,All-Rounder,DC,2022,6.5,0.65
Rovman Powell,Batsman,DC,2022,28.0,2.8
Tim Seifert,Wicket-Keeper,DC,2022,5.0,0.5
Pravin Dubey,All-Rounder,DC,2022,5.0,0.5
Mohammad Shami,Bowler,GT,2022,62.5,6.25
David Miller,Batsman,GT,2022,30.0,3.0
Jason Roy,Batsman,GT,2022,20.0,2.0
Wriddhiman  Saha,Wicket-Keeper,GT,2022,19.0,1.9
Matthew Wade,Wicket-Keeper,GT,2022,24.0,2.4
Lockie Ferguson,Bowler,GT,2022,100.0,10.0
Abhinav Sadarangani,Batsman,GT,2022,26.0,2.6
Rahul Tewatia,All-Rounder,GT,2022,90.0,9.0
Noor  Ahmad,Bowler,GT,2022,3.0,0.3
R. Sai Kishore,Bowler,GT,2022,30.0,3.0
Dominic Drakes,All-Rounder,GT,2022,11.0,1.1
Vijay Shankar,All-Rounder,GT,2022,14.0,1.4
Jayant Yadav,All-Rounder,GT,2022,17.0,1.7
Darshan Nalkande,All-Rounder,GT,2022,2.0,0.2
Yash  Dayal,Bowler,GT,2022,32.0,3.2
B. Sai Sudharsan,All-Rounder,GT,2022,2.0,0.2
Gurkeerat Singh,All-Rounder,GT,2022,5.0,0.5
Alzarri Joseph,Bowler,GT,2022,24.0,2.4
Varun Aaron,Bowler,GT,2022,5.0,0.5
Pradeep Sangwan,All-Rounder,GT,2022,2.0,0.2
Pat Cummins,All-Rounder,KKR,2022,72.5,7.25
Shreyas Iyer,Batsman,KKR,2022,122.5,12.25
Mohammad  Nabi,All-Rounder,KKR,2022,10.0,1.0
Nitish Rana,All-Rounder,KKR,2022,80.0,8.0
Sam Billings,Wicket-Keeper,KKR,2022,20.0,2.0
Umesh Yadav,Bowler,KKR,2022,20.0,2.0
Shivam  Mavi,All-Rounder,KKR,2022,72.5,7.25
Sheldon Jackson,Wicket-Keeper,KKR,2022,6.0,0.6
Ajinkya Rahane,Batsman,KKR,2022,10.0,1.0
Rinku Singh,Batsman,KKR,2022,5.5,0.55
Anukul Roy,All-Rounder,KKR,2022,2.0,0.2
Alex Hales,Batsman,KKR,2022,15.0,1.5
Rasikh Dar,Bowler,KKR,2022,2.0,0.2
Tim Southee,Bowler,KKR,2022,15.0,1.5
Baba Indrajith,Wicket-Keeper,KKR,2022,2.0,0.2
Chamika Karunaratne,All-Rounder,KKR,2022,5.0,0.5
Abhijeet Tomar,Batsman,KKR,2022,4.0,0.4
Aman Khan,All-Rounder,KKR,2022,2.0,0.2
Ramesh Kumar,Batsman,KKR,2022,2.0,0.2
Pratham Singh,Batsman,KKR,2022,2.0,0.2
Ashok Sharma,Bowler,KKR,2022,5.5,0.55
Quinton De Kock,Wicket-Keeper,LSG,2022,67.5,6.75
Manish Pandey,Batsman,LSG,2022,46.0,4.6
Krunal Pandya,All-Rounder,LSG,2022,82.5,8.25
Mark Wood,Bowler,LSG,2022,75.0,7.5
Avesh Khan,Bowler,LSG,2022,100.0,10.0
Ankit Singh Rajpoot,Bowler,LSG,2022,5.0,0.5
K. Gowtham,All-Rounder,LSG,2022,9.0,0.9
Dushmanta Chameera,Bowler,LSG,2022,20.0,2.0
Shahbaz Nadeem,Bowler,LSG,2022,5.0,0.5
Manan Vohra,Batsman,LSG,2022,2.0,0.2
Evin Lewis,Batsman,LSG,2022,20.0,2.0
Mohsin Khan,Bowler,LSG,2022,2.0,0.2
Mayank Yadav,Bowler,LSG,2022,2.0,0.2
Ayush Badoni,All-Rounder,LSG,2022,2.0,0.2
Kyle Mayers,All-Rounder,LSG,2022,5.0,0.5
Karan Sharma,All-Rounder,LSG,2022,2.0,0.2
Jason Holder,All-Rounder,LSG,2022,87.5,8.75
Deepak Hooda,All-Rounder,LSG,2022,57.5,5.75
Ishan Kishan,Wicket-Keeper,MI,2022,152.5,15.25
Dewald Brevis,Batsman,MI,2022,30.0,3.0
Anmolpreet Singh,Batsman,MI,2022,2.0,0.2
Basil Thampi,Bowler,MI,2022,3.0,0.3
Murugan Ashwin,Bowler,MI,2022,16.0,1.6
Jaydev Unadkat,Bowler,MI,2022,13.0,1.3
Mayank Markande,Bowler,MI,2022,6.5,0.65
N. Tilak Varma,All-Rounder,MI,2022,17.0,1.7
Sanjay Yadav,All-Rounder,MI,2022,5.0,0.5
Jofra Archer,All-Rounder,MI,2022,80.0,8.0
Daniel Sams,All-Rounder,MI,2022,26.0,2.6
Tymal Mills,Bowler,MI,2022,15.0,1.5
Tim David,All-Rounder,MI,2022,82.5,8.25
Ramandeep  Singh,All-Rounder,MI,2022,2.0,0.2
Aryan Juyal,Wicket-Keeper,MI,2022,2.0,0.2
Fabian Allen,All-Rounder,MI,2022,7.5,0.75
Riley Meredith,Bowler,MI,2022,10.0,1.0
Rahul Buddhi,Batsman,MI,2022,2.0,0.2
Hrithik Shokeen,All-Rounder,MI,2022,2.0,0.2
Mohd. Arshad Khan,All-Rounder,MI,2022,2.0,0.2
Arjun  Tendulkar,All-Rounder,MI,2022,3.0,0.3
Shikhar Dhawan,Batsman,PBKS,2022,82.5,8.25
Kagiso Rabada,Bowler,PBKS,2022,92.5,9.25
Jonny Bairstow,Wicket-Keeper,PBKS,2022,67.5,6.75
Rahul Chahar,Bowler,PBKS,2022,52.5,5.25
Harpreet  Brar,All-Rounder,PBKS,2022,38.0,3.8
Shahrukh Khan,All-Rounder,PBKS,2022,90.0,9.0
Jitesh Sharma,Wicket-Keeper,PBKS,2022,2.0,0.2
Prabhsimran Singh,Wicket-Keeper,PBKS,2022,6.0,0.6
Ishan Porel,Bowler,PBKS,2022,2.5,0.25
Liam Livingstone,All-Rounder,PBKS,2022,115.0,11.5
Odean Smith,All-Rounder,PBKS,2022,60.0,6.0
Sandeep Sharma,Bowler,PBKS,2022,5.0,0.5
Raj Angad Bawa,All-Rounder,PBKS,2022,20.0,2.0
Rishi Dhawan,All-Rounder,PBKS,2022,5.5,0.55
Nathan Ellis,Bowler,PBKS,2022,7.5,0.75
Prerak Mankad,All-Rounder,PBKS,2022,2.0,0.2
Atharva Taide,All-Rounder,PBKS,2022,2.0,0.2
Vaibhav Arora,Bowler,PBKS,2022,20.0,2.0
Bhanuka Rajapaksa,Batsman,PBKS,2022,5.0,0.5
Benny Howell,All-Rounder,PBKS,2022,4.0,0.4
Writtick Chatterjee,All-Rounder,PBKS,2022,2.0,0.2
Baltej Dhanda,Bowler,PBKS,2022,2.0,0.2
Ansh Patel,All-Rounder,PBKS,2022,2.0,0.2
R. Ashwin,All-Rounder,RR,2022,50.0,5.0
Trent Boult,Bowler,RR,2022,80.0,8.0
Shimron Hetmyer,Batsman,RR,2022,85.0,8.5
Devdutt Padikkal,Batsman,RR,2022,77.5,7.75
Prasidh Krishna,Bowler,RR,2022,100.0,10.0
Yuzvendra Chahal,Bowler,RR,2022,65.0,6.5
Riyan Parag,All-Rounder,RR,2022,38.0,3.8
K.C Cariappa,Bowler,RR,2022,3.0,0.3
James Neesham,All-Rounder,RR,2022,15.0,1.5
Nathan Coulter-Nile,Bowler,RR,2022,20.0,2.0
Navdeep Saini,Bowler,RR,2022,26.0,2.6
Kuldeep  Sen,Bowler,RR,2022,2.0,0.2
Karun Nair,Batsman,RR,2022,14.0,1.4
Rassie Van Der Dussen,Batsman,RR,2022,10.0,1.0
Daryl Mitchell,All-Rounder,RR,2022,7.5,0.75
Obed Mccoy,Bowler,RR,2022,7.5,0.75
Dhruv Jurel,Wicket-Keeper,RR,2022,2.0,0.2
Tejas Baroka,Bowler,RR,2022,2.0,0.2
Kuldip Yadav,Bowler,RR,2022,2.0,0.2
Shubham Garhwal,All-Rounder,RR,2022,2.0,0.2
Anunay Singh,All-Rounder,RR,2022,2.0,0.2
Faf Du Plessis,Batsman,RCB,2022,70.0,7.0
Wanindu Hasaranga,All-Rounder,RCB,2022,107.5,10.75
Harshal Patel,All-Rounder,RCB,2022,107.5,10.75
Dinesh  Karthik,Wicket-Keeper,RCB,2022,55.0,5.5
Josh Hazlewood,Bowler,RCB,2022,77.5,7.75
Shahbaz Ahamad,All-Rounder,RCB,2022,24.0,2.4
Anuj Rawat,Wicket-Keeper,RCB,2022,34.0,3.4
Akash  Deep,Bowler,RCB,2022,2.0,0.2
Karn Sharma,Bowler,RCB,2022,5.0,0.5
Mahipal Lomror,All-Rounder,RCB,2022,9.5,0.95
Finn Allen,Batsman,RCB,2022,8.0,0.8
Sherfane Rutherford,All-Rounder,RCB,2022,10.0,1.0
Jason Behrendorff,Bowler,RCB,2022,7.5,0.75
Siddharth  Kaul,Bowler,RCB,2022,7.5,0.75
Suyash Prabhudessai,All-Rounder,RCB,2022,3.0,0.3
Luvnith Sisodia,Wicket-Keeper,RCB,2022,2.0,0.2
Chama Milind,Bowler,RCB,2022,2.5,0.25
Aneeshwar Gautam,All-Rounder,RCB,2022,2.0,0.2
David Willey,All-Rounder,RCB,2022,20.0,2.0
Washington Sundar,All-Rounder,SRH,2022,87.5,8.75
Nicholas Pooran,Wicket-Keeper,SRH,2022,107.5,10.75
Bhuvneshwar Kumar,Bowler,SRH,2022,42.0,4.2
T. Natarajan,Bowler,SRH,2022,40.0,4.0
Priyam  Garg,Batsman,SRH,2022,2.0,0.2
Rahul Tripathi,Batsman,SRH,2022,85.0,8.5
Abhishek Sharma,All-Rounder,SRH,2022,65.0,6.5
Vishnu Vinod,Wicket-Keeper,SRH,2022,5.0,0.5
Kartik Tyagi,Bowler,SRH,2022,40.0,4.0
Shreyas Gopal,Bowler,SRH,2022,7.5,0.75
Jagadeesha Suchith,Bowler,SRH,2022,2.0,0.2
Aiden Markram,Batsman,SRH,2022,26.0,2.6
Marco Jansen,All-Rounder,SRH,2022,42.0,4.2
Romario Shepherd,All-Rounder,SRH,2022,77.5,7.75
Glenn Phillips,Wicket-Keeper,SRH,2022,15.0,1.5
Fazalhaq Farooqi,Bowler,SRH,2022,5.0,0.5
Sean Abbott,Bowler,SRH,2022,24.0,2.4
R Samarth,Batsman,SRH,2022,2.0,0.2
Shashank Singh,All-Rounder,SRH,2022,2.0,0.2
Saurabh Dubey,Bowler,SRH,2022,2.0,0.2
Ajinkya Rahane,Batsman,CSK,2023,5.0,0.5
Bhagath Varma,All-Rounder,CSK,2023,2.0,0.2
Kyle Jamieson,Bowler,CSK,2023,10.0,1.0
Ajay Mandal,All-Rounder,CSK,2023,2.0,0.2
Nishant Sindhu,All-Rounder,CSK,2023,6.0,0.6
Shaik Rasheed,Batsman,CSK,2023,2.0,0.2
Ben Stokes,All-Rounder,CSK,2023,162.5,16.25
Phil Salt,Wicket-Keeper,DC,2023,20.0,2.0
Ishant Sharma,Bowler,DC,2023,5.0,0.5
Rilee Rossouw,Batsman,DC,2023,46.0,4.6
Manish Pandey,Batsman,DC,2023,24.0,2.4
Mukesh Kumar,Bowler,DC,2023,55.0,5.5
Shivam Mavi,Bowler,GT,2023,60.0,6.0
K.S. Bharat,Wicket-Keeper,GT,2023,12.0,1.2
Urvil Patel,Wicket-Keeper,GT,2023,2.0,0.2
Mohit Sharma,Bowler,GT,2023,5.0,0.5
Joshua Little,Bowler,GT,2023,44.0,4.4
Kane Williamson,Batsman,GT,2023,20.0,2.0
Odean Smith,All-Rounder,GT,2023,5.0,0.5
Kulwant Khejroliya,Bowler,KKR,2023,2.0,0.2
Shakib Al Hasan,All-Rounder,KKR,2023,15.0,1.5
Vaibhav Arora,Bowler,KKR,2023,6.0,0.6
N. Jagadeesan,Wicket-Keeper,KKR,2023,9.0,0.9
David Wiese,All-Rounder,KKR,2023,10.0,1.0
Mandeep Singh,Batsman,KKR,2023,5.0,0.5
Litton Das,Wicket-Keeper,KKR,2023,5.0,0.5
Suyash Sharma,Bowler,KKR,2023,2.0,0.2
Amit Mishra,Bowler,LSG,2023,5.0,0.5
Nicholas Pooran,Wicket-Keeper,LSG,2023,160.0,16.0
Romario Shepherd,All-Rounder,LSG,2023,5.0,0.5
Daniel Sams,All-Rounder,LSG,2023,7.5,0.75
Swapnil Singh,All-Rounder,LSG,2023,2.0,0.2
Yudhvir Charak,All-Rounder,LSG,2023,2.0,0.2
Prerak Mankad,All-Rounder,LSG,2023,2.0,0.2
Yash Thakur,Bowler,LSG,2023,4.5,0.45
Naveen Ul Haq,Bowler,LSG,2023,5.0,0.5
Jaydev Unadkat,Bowler,LSG,2023,5.0,0.5
Jhye Richardson,Bowler,MI,2023,15.0,1.5
Nehal Wadhera,All-Rounder,MI,2023,2.0,0.2
Raghav Goyal,Bowler,MI,2023,2.0,0.2
Cameron Green,All-Rounder,MI,2023,175.0,17.5
Vishnu Vinod,Wicket-Keeper,MI,2023,2.0,0.2
Duan Jansen,All-Rounder,MI,2023,2.0,0.2
Piyush Chawla,Bowler,MI,2023,5.0,0.5
Shams Mulani,All-Rounder,MI,2023,2.0,0.2
Harpreet Bhatia,Batsman,PBKS,2023,4.0,0.4
Shivam Singh,All-Rounder,PBKS,2023,2.0,0.2
Vidwath Kaverappa,Bowler,PBKS,2023,2.0,0.2
Mohit Rathee,All-Rounder,PBKS,2023,2.0,0.2
Sam Curran,All-Rounder,PBKS,2023,185.0,18.5
Sikandar Raza,All-Rounder,PBKS,2023,5.0,0.5
Jason Holder,All-Rounder,RR,2023,57.5,5.75
Adam Zampa,Bowler,RR,2023,15.0,1.5
Abdul P A,All-Rounder,RR,2023,2.0,0.2
Akash Vashisht,All-Rounder,RR,2023,2.0,0.2
Donovan Ferreira,Wicket-Keeper,RR,2023,5.0,0.5
Kunal Rathore,Wicket-Keeper,RR,2023,2.0,0.2
Joe Root,Batsman,RR,2023,10.0,1.0
Murugan Ashwin,Bowler,RR,2023,2.0,0.2
K.M. Asif,Bowler,RR,2023,3.0,0.3
Sonu Yadav,All-Rounder,RCB,2023,2.0,0.2
Himanshu Sharma,Bowler,RCB,2023,2.0,0.2
Avinash Singh,Bowler,RCB,2023,6.0,0.6
Manoj Bhandage,All-Rounder,RCB,2023,2.0,0.2
Will Jacks,Batsman,RCB,2023,32.0,3.2
Reece Topley,Bowler,RCB,2023,19.0,1.9
Rajan Kumar,Bowler,RCB,2023,7.0,0.7
Sanvir Singh,All-Rounder,SRH,2023,2.0,0.2
Harry Brook,Batsman,SRH,2023,132.5,13.25
Heinrich Klaasen,Wicket-Keeper,SRH,2023,52.5,5.25
Akeal Hosein,Bowler,SRH,2023,10.0,1.0
Mayank Markande,Bowler,SRH,2023,5.0,0.5
Adil Rashid,Bowler,SRH,2023,20.0,2.0
Anmolpreet Singh,Batsman,SRH,2023,2.0,0.2
Vivrant Sharma,All-Rounder,SRH,2023,26.0,2.6
Samarth Vyas,All-Rounder,SRH,2023,2.0,0.2
Upendra Singh Yadav,Wicket-Keeper,SRH,2023,2.5,0.25
Nitish Kumar Reddy,Wicket-Keeper,SRH,2023,2.0,0.2
Mayank Agarwal,Batsman,SRH,2023,82.5,8.25
Mayank Dagar,All-Rounder,SRH,2023,18.0,1.8
Avanish Rao Aravelly,Wicket-Keeper,CSK,2024,2.0,0.2
Mustafizur Rahman,Bowler,CSK,2024,20.0,2.0
Daryl Mitchell,All-Rounder,CSK,2024,140.0,14.0
Sameer Rizvi,Batsman,CSK,2024,84.0,8.4
Rachin Ravindra,All-Rounder,CSK,2024,18.0,1.8
Shardul Thakur,All-Rounder,CSK,2024,40.0,4.0
Ricky Bhui,Wicket-Keeper,DC,2024,2.0,0.2
Sumit Kumar,All-Rounder,DC,2024,10.0,1.0
Swastik Chhikara,Batsman,DC,2024,2.0,0.2
Jhye Richardson,Bowler,DC,2024,50.0,5.0
Shai Hope,Wicket-Keeper,DC,2024,7.5,0.75
Rasikh Dar,Bowler,DC,2024,2.0,0.2
Kumar Kushagra,Wicket-Keeper,DC,2024,72.0,7.2
Tristan Stubbs,Wicket-Keeper,DC,2024,5.0,0.5
Harry Brook,Batsman,DC,2024,40.0,4.0
Kartik Tyagi,Bowler,GT,2024,6.0,0.6
Spencer Johnson,Bowler,GT,2024,100.0,10.0
Manav Suthar,Bowler,GT,2024,2.0,0.2
Robin Minz,Wicket-Keeper,GT,2024,36.0,3.6
Sushant Mishra,Bowler,GT,2024,22.0,2.2
Azmatullah Omarzai,All-Rounder,GT,2024,5.0,0.5
Shahrukh Khan,All-Rounder,GT,2024,74.0,7.4
Umesh Yadav,Bowler,GT,2024,58.0,5.8
Mujeeb Rahman,Bowler,KKR,2024,20.0,2.0
Manish Pandey,Batsman,KKR,2024,5.0,0.5
Gus Atkinson,Bowler,KKR,2024,10.0,1.0
Angkrish Raghuvanshi,Batsman,KKR,2024,2.0,0.2
Mitchell  Starc,Bowler,KKR,2024,247.5,24.75
Sherfane Rutherford,Batsman,KKR,2024,15.0,1.5
Ramandeep  Singh,All-Rounder,KKR,2024,2.0,0.2
K.S. Bharat,Wicket-Keeper,KKR,2024,5.0,0.5
Chetan Sakariya,Bowler,KKR,2024,5.0,0.5
Sakib Hussain,Bowler,KKR,2024,2.0,0.2
Ashton Turner,Batsman,LSG,2024,10.0,1.0
David Willey,All-Rounder,LSG,2024,20.0,2.0
M. Siddharth,Bowler,LSG,2024,24.0,2.4
Shivam  Mavi,Bowler,LSG,2024,64.0,6.4
Arshin Kulkarni,All-Rounder,LSG,2024,2.0,0.2
Mohd. Arshad Khan,All-Rounder,LSG,2024,2.0,0.2
Dilshan Madushanka,Bowler,MI,2024,46.0,4.6
Shreyas Gopal,Bowler,MI,2024,2.0,0.2
Shivalik Sharma,All-Rounder,MI,2024,2.0,0.2
Anshul Kamboj,All-Rounder,MI,2024,2.0,0.2
Mohammad Nabi,All-Rounder,MI,2024,15.0,1.5
Naman Dhir,All-Rounder,MI,2024,2.0,0.2
Nuwan Thushara,Bowler,MI,2024,48.0,4.8
Gerald Coetzee,All-Rounder,MI,2024,50.0,5.0
Chris Woakes,All-Rounder,PBKS,2024,42.0,4.2
Tanay Thyagarajann,All-Rounder,PBKS,2024,2.0,0.2
Vishwanath Pratap Singh,All-Rounder,PBKS,2024,2.0,0.2
Ashutosh Sharma,All-Rounder,PBKS,2024,2.0,0.2
Shashank  Singh,Batsman,PBKS,2024,2.0,0.2
Rilee Rossouw,Batsman,PBKS,2024,80.0,8.0
Prince Choudhary,Bowler,PBKS,2024,2.0,0.2
Harshal Patel,All-Rounder,PBKS,2024,117.5,11.75
Shubham Dubey,Batsman,RR,2024,58.0,5.8
Rovman Powell,Batsman,RR,2024,74.0,7.4
Abid Mushtaq,All-Rounder,RR,2024,2.0,0.2
Nandre Burger,Bowler,RR,2024,5.0,0.5
Tom Kohler-Cadmore,Wicket-Keeper,RR,2024,4.0,0.4
Lockie Ferguson,Bowler,RCB,2024,20.0,2.0
Tom Curran,All-Rounder,RCB,2024,15.0,1.5
Saurav Chuahan,Batsman,RCB,2024,2.0,0.2
Alzarri Joseph,Bowler,RCB,2024,115.0,11.5
Swapnil Singh,All-Rounder,RCB,2024,2.0,0.2
Yash  Dayal,Bowler,RCB,2024,50.0,5.0
Jhathavedh Subramanyan,Bowler,SRH,2024,2.0,0.2
Akash Singh,Bowler,SRH,2024,2.0,0.2
Jaydev Unadkat,Bowler,SRH,2024,16.0,1.6
Wanindu Hasaranga,All-Rounder,SRH,2024,15.0,1.5
Pat Cummins,All-Rounder,SRH,2024,205.0,20.5
Travis Head,Batsman,SRH,2024,68.0,6.8
